id,label
9883,0.000127
8313,0.000431
1492,0.000005
6621,0.978544
5346,0.989868
11960,0.997564
12037,0.995526
9334,0.996352
4918,0.028567
9141,0.008820
7717,0.965974
6624,0.000110
3045,0.996786
941,0.000021
7993,0.728467
1189,0.017551
10400,0.999953
3134,0.998375
5899,0.000131
8640,0.000046
1686,0.998928
398,0.001059
6853,0.999932
12311,0.999842
222,0.998173
1976,0.000829
7774,0.990928
4589,0.000563
8082,0.999846
1298,0.001092
7380,0.000013
12126,0.773317
2640,0.000022
5046,0.999851
6319,0.999541
3655,0.999926
10425,0.999992
986,0.000183
2028,0.000029
11911,0.000194
1397,0.000020
11243,0.000002
10789,0.000008
2244,0.991302
8920,0.999193
9044,0.999697
533,0.000019
11551,0.000031
7970,0.000055
1328,0.936557
4824,0.993230
6228,0.000015
2254,0.320274
8857,0.957348
8050,0.971886
5552,0.000033
9012,0.000633
8326,0.999977
4965,0.981088
4280,0.003782
10570,0.641830
6972,0.999483
10688,0.998574
3299,0.000006
6798,0.000002
2099,0.993216
1151,0.999874
11206,0.000007
11267,0.000198
4999,0.999713
2533,0.999630
3446,0.999476
8532,0.983662
4882,0.000004
3890,0.000023
11005,0.999519
3197,0.000270
11901,0.955725
6113,0.000271
2729,0.000917
4281,0.000000
8916,0.001369
9078,0.000033
9864,0.000119
11945,0.000012
8701,0.000017
8712,0.996606
9453,0.997671
3020,0.998306
749,0.000048
3658,0.998968
7614,0.000134
9701,0.999695
5470,0.754135
3358,0.867059
5753,0.013910
6540,0.999668
8338,0.000154
2511,0.999685
11700,0.000049
6208,0.998485
461,0.010680
8473,0.010703
8181,0.000035
6414,0.000024
3220,0.000004
3188,0.001112
11968,0.000201
7957,0.981096
4448,0.000024
11720,0.979907
6556,0.997057
10496,0.999901
8844,0.000018
1077,0.265763
1605,0.264647
3034,0.000090
11506,0.999770
9369,0.998088
8446,0.000033
9210,0.000005
5225,0.998773
7234,0.999993
6091,0.996096
10325,0.000002
2,0.999993
2446,0.000062
7833,0.000146
6235,0.000960
6077,0.001046
8299,0.000017
585,0.999620
7971,0.000088
9575,0.000014
11220,0.000583
1719,0.994280
2519,0.000020
4846,0.933067
7214,0.996529
4414,0.000011
6592,0.999899
7039,0.202180
250,0.999995
662,0.000020
5530,0.000040
813,0.578271
221,0.000200
10529,0.000005
8146,0.000053
2661,0.998927
756,0.000089
6416,0.000010
3442,0.990904
3867,0.980541
5109,0.000172
6242,0.993967
4179,0.004365
6657,0.000013
10003,0.993810
8648,0.999136
518,0.880642
8594,0.002615
11596,0.000015
3068,0.998690
358,0.997877
6774,0.999759
6355,0.999290
5914,0.000030
6374,0.000289
8428,0.000227
2704,0.999905
9284,0.936985
9844,0.995833
8803,0.000125
2870,0.997590
8401,0.000027
8939,0.999468
1722,0.999961
9103,0.000035
11236,0.000014
1560,0.000056
5106,0.000137
8273,0.000205
12470,0.998045
4310,0.000505
1382,0.999243
1802,0.000005
12438,0.996061
11584,0.999588
9809,0.996373
1409,0.959947
7305,0.998294
10112,0.000015
6038,0.999988
1956,0.999256
7661,0.000051
11534,0.000285
7803,0.993947
4421,0.999999
3961,0.991323
9683,0.000025
6912,0.999963
3397,0.000007
42,0.999255
2664,0.970670
7415,0.968892
6391,0.918888
10759,0.000010
8306,0.982616
21,0.999987
5096,0.999974
11239,0.974608
4754,0.000041
12458,0.000892
3013,0.000324
9072,0.961092
2709,0.995722
8773,0.000724
1129,0.992222
2361,0.062493
6758,0.000044
876,0.999983
5848,0.264596
10954,0.974757
2921,0.000641
1159,0.000066
4409,0.998569
4952,0.973388
9457,0.001180
10493,0.000005
9008,0.000027
11037,0.999596
9896,0.998070
2744,0.999951
2904,0.376185
2497,0.002097
730,0.999840
2030,0.000530
4425,0.000005
8926,0.000014
12266,0.236326
7265,0.999467
10264,0.000000
4203,0.998251
10638,0.000016
4183,0.000061
11803,0.003724
918,0.998874
3382,0.000004
12235,0.988631
4982,0.998818
4199,0.995492
952,0.000025
6420,0.999911
136,0.000071
5735,0.999251
6875,0.283059
9542,0.000128
5544,0.000015
5477,0.000446
9653,0.000041
12353,0.000347
9885,0.935944
665,0.000024
4205,0.002085
5513,0.999476
5320,0.980822
3849,0.999656
2758,0.000011
11393,0.000003
10760,0.000099
291,0.001186
6596,0.999925
3501,0.000174
103,0.000068
1473,0.000001
11279,0.989783
627,0.000018
3362,0.990964
3545,0.000352
11685,0.000291
12360,0.975382
298,0.955819
11749,0.999951
9870,0.000150
8103,0.170516
12194,0.000016
8841,0.000006
8137,0.001635
6599,0.998581
4437,0.995521
10848,0.999943
11456,0.004373
3217,0.999917
7802,0.000021
3911,0.000085
3303,0.992658
548,0.997901
5519,0.999916
5391,0.999969
3096,0.985148
8064,0.728198
11730,0.117157
1941,0.999736
3334,0.999735
198,0.000335
11524,0.000017
5752,0.998901
3773,0.004196
601,0.866792
10816,0.000015
4074,0.000002
4261,0.971041
7917,0.000045
2344,0.000035
333,0.998245
4145,0.998575
12292,0.976142
4495,0.000002
1839,0.000057
8561,0.990070
6886,0.999965
7041,0.000002
236,0.857742
6275,0.000017
12209,0.000001
8062,0.000007
1634,0.109802
1845,0.999783
1760,0.000000
2908,0.002751
11753,0.999688
8750,0.000035
4900,0.000088
1200,0.994069
8786,0.998097
11991,0.000000
326,0.996647
10699,0.889856
3156,0.981382
9337,0.000025
7339,0.000018
6148,0.997989
9980,0.000004
7132,0.004272
1775,0.001642
2148,0.024087
3396,0.909193
6142,0.999624
10981,0.690379
12460,0.991413
9681,0.999494
7113,0.000072
1918,0.000170
10384,0.995869
1261,0.975727
10317,0.999747
5275,0.000373
5129,0.000075
10822,0.000013
10540,0.985139
5702,0.000003
4257,0.993614
4138,0.886450
7886,0.000568
11027,0.999625
9346,0.999903
8743,0.000600
3791,0.000091
5130,0.994144
3560,0.000097
2518,0.999980
3460,0.006021
9647,0.984589
11982,0.994878
3921,0.999851
8697,0.998797
3478,0.999987
1308,0.942460
7188,0.999266
2409,0.999876
6098,0.000058
8791,0.991160
6264,0.999806
2261,0.862779
7081,0.995957
8437,0.001630
10247,0.999943
7068,0.998558
5830,0.000026
8798,0.000008
7175,0.000002
6093,0.999360
681,0.998621
11148,0.999133
9051,0.993887
2598,0.904669
7570,0.028847
5974,0.000005
4217,0.000039
6129,0.000359
7062,0.000204
9817,0.992571
729,0.000013
11835,0.994366
8060,0.759512
10693,0.000220
3826,0.999828
4463,0.000069
563,0.000326
2101,0.999993
2586,0.000009
7733,0.000171
4849,0.993378
5636,0.000002
7513,0.000170
8881,0.999973
2054,0.976013
6971,0.000020
199,0.999626
12462,0.000019
2595,0.030379
10026,0.999150
5415,0.000005
501,0.705184
10133,0.000004
11334,0.937317
11978,0.774501
4875,0.863845
4889,0.993691
8860,0.991740
5606,0.000003
11870,0.992844
5132,0.000003
8222,0.000015
12465,0.001317
3291,0.996446
8311,0.000010
10818,0.000107
795,0.000006
7423,0.999871
3708,0.987393
9709,0.000820
2464,0.999769
1785,0.000052
743,0.988115
10356,0.000001
505,0.000027
8250,0.000363
564,0.000039
9541,0.000014
6352,0.000004
1490,0.949571
1928,0.987800
7839,0.999835
4992,0.998165
5059,0.000021
12312,0.000026
2341,0.000007
2587,0.000004
1027,0.000014
3643,0.000236
186,0.000029
5918,0.000011
11350,0.000114
9586,0.000121
12359,0.999897
11914,0.000071
7551,0.999924
5161,0.000079
9228,0.002588
5073,0.998629
818,0.999983
11068,0.000004
10806,0.993291
1649,0.000095
1051,0.000556
7479,0.999686
6435,0.988029
562,0.000047
6161,0.000038
11909,0.000020
4258,0.999446
9098,0.000031
12276,0.000035
10656,0.999607
1763,0.000015
11333,0.417420
6368,0.996356
6475,0.418201
7159,0.000296
5911,0.999749
6162,0.999923
4352,0.999256
4066,0.351407
7077,0.999875
915,0.771352
714,0.000014
7051,0.996911
7407,0.999937
5466,0.000035
547,0.999999
354,0.625587
2978,0.000009
2922,0.000004
2309,0.000224
7779,0.000168
1736,0.000001
10349,0.997185
4791,0.996650
10675,0.000239
9430,0.995384
6563,0.000232
4819,0.000080
11986,0.983904
8048,0.000552
3124,0.997062
3349,0.000007
10631,0.000040
9186,0.000017
10555,0.000007
11398,0.997829
10424,0.000152
1046,0.004312
4521,0.000059
2801,0.907069
6107,0.999946
4348,0.000037
9148,0.999277
6817,0.000189
4170,0.999866
971,0.964666
3441,0.996817
2778,0.999280
9806,0.999905
6921,0.000002
4670,0.000032
7739,0.004462
2100,0.000008
6263,0.000029
7743,0.000003
1690,0.999145
5423,0.000010
9249,0.999840
1533,0.000053
191,0.000008
9361,0.971659
2898,0.001044
10962,0.970542
4020,0.000688
10761,0.009218
11290,0.995121
1710,0.000001
3912,0.000069
313,0.000277
8414,0.999899
11894,0.988997
8415,0.999767
10105,0.752204
5863,0.000230
7216,0.000010
11598,0.992786
11064,0.000045
2831,0.000148
4157,0.000133
8879,0.997977
11316,0.999406
4919,0.697256
8688,0.999113
61,0.000016
12054,0.855662
8194,0.999947
5404,0.955634
59,0.992126
6583,0.990532
4742,0.000015
10308,0.000283
8166,0.916593
1522,0.000022
434,0.190625
12496,0.000010
10405,0.000002
2022,0.000046
6815,0.821642
2332,0.000084
9196,0.000151
1251,0.000155
8448,0.996647
11234,0.000054
8256,0.981034
5332,0.999484
4605,0.000119
8498,0.000115
6810,0.000444
10200,0.000014
3915,0.999697
12410,0.000003
8216,0.999046
10346,0.000038
8638,0.996863
5134,0.000027
9608,0.992060
2727,0.983934
830,0.000086
12273,0.952184
1796,0.000153
6318,0.984565
7401,0.000073
5187,0.999510
11260,0.000018
8053,0.000044
4056,0.001115
9959,0.999818
8297,0.001307
2629,0.998170
393,0.000122
3827,0.999787
1936,0.000120
8826,0.000019
8748,0.000135
11145,0.999865
2619,0.000005
8335,0.998801
10447,0.999953
10842,0.000225
6321,0.999922
11402,0.998728
11300,0.998728
11854,0.000003
3950,0.999841
11647,0.992042
7716,0.996114
5706,0.999824
6999,0.999993
22,0.000153
2032,0.000014
5614,0.988794
1663,0.000210
5793,0.001560
2945,0.999523
9310,0.999955
9594,0.996419
1892,0.985235
10659,0.998684
2365,0.997883
5173,0.937683
10321,0.999866
9095,0.042122
4485,0.000005
10604,0.000043
8482,0.054126
7291,0.995066
4625,0.000196
7794,0.000072
12158,0.993992
9802,0.000389
5946,0.999973
2620,0.000019
5143,0.898043
3938,0.012721
8398,0.998194
6092,0.000321
2581,0.995185
3348,0.000021
9381,0.999006
2216,0.999441
9270,0.088463
9470,0.997252
1499,0.000022
6919,0.000004
11003,0.000104
332,0.352556
9895,0.989859
377,0.957425
6178,0.000998
4547,0.829054
8392,0.999653
9566,0.994789
7671,0.960497
7384,0.000067
12473,0.000040
7367,0.999128
4028,0.004029
11763,0.997683
11985,0.992200
11940,0.999804
2627,0.999993
1934,0.000058
231,0.997561
2318,0.000220
8761,0.019377
5269,0.000012
10240,0.000005
11708,0.000004
8259,0.996061
9096,0.000016
7742,0.000004
4044,0.998986
903,0.993685
581,0.998573
11421,0.000154
9820,0.000016
4171,0.999992
1335,0.000024
9601,0.000029
5325,0.000210
5365,0.000093
6903,0.000072
1342,0.999975
11057,0.999910
4115,0.000250
5253,0.187460
11758,0.999005
9084,0.999821
8535,0.003008
4852,0.958643
12254,0.999692
1209,0.000001
5368,0.000069
1375,0.000302
1523,0.000017
8960,0.999806
7758,0.997531
2510,0.925698
5739,0.999536
8066,0.000059
3901,0.000022
8657,0.000175
6176,0.998348
8706,0.999210
7681,0.999483
7732,0.999596
1183,0.137496
12156,0.999582
10197,0.999127
2686,0.000145
10273,0.001312
1946,0.000026
607,0.859105
9559,0.995167
4720,0.999425
9795,0.000012
10322,0.998690
1240,0.000382
9093,0.999844
10882,0.754254
1525,0.994863
7116,0.999797
7145,0.000006
48,0.995885
9382,0.000557
4168,0.008887
9484,0.000539
5617,0.987954
4518,0.998212
6179,0.000010
9785,0.972328
2442,0.998926
5549,0.000011
268,0.000069
5996,0.000106
1242,0.999760
2384,0.976706
6043,0.000105
8036,0.000114
3990,0.990657
6392,0.000008
7172,0.000002
7755,0.000396
4944,0.000029
4896,0.000036
8006,0.000096
5958,0.966193
8904,0.000023
11896,0.000167
9113,0.000157
4688,0.008255
737,0.000006
3487,0.036411
2816,0.000219
5855,0.000576
11169,0.999718
1643,0.999203
4722,0.000010
9396,0.999963
1439,0.000011
2493,0.000053
4296,0.000004
368,0.999509
12081,0.000000
278,0.000004
5322,0.995387
4182,0.001597
8177,0.958087
8624,0.000289
9602,0.992260
9216,0.000021
7935,0.972324
1795,0.000019
3653,0.998866
4478,0.215344
2038,0.995365
5102,0.000062
4302,0.995975
10623,0.000010
227,0.998276
6535,0.000003
2855,0.719895
9159,0.982845
10002,0.000090
1730,0.999829
8262,0.000001
12190,0.091571
5040,0.999819
11973,0.000527
336,0.000068
2548,0.000043
5605,0.000034
8203,0.000437
4502,0.994525
11175,0.992409
5565,0.999243
9394,0.997642
826,0.999870
5247,0.000016
7538,0.999759
4159,0.000001
7411,0.000344
1446,0.000073
4387,0.000016
11341,0.987813
4839,0.000055
10971,0.000019
2593,0.000050
8973,0.995213
4608,0.000074
11107,0.944012
3701,0.999585
1083,0.997794
3986,0.986031
6609,0.032822
11112,0.957940
10502,0.999618
1407,0.000012
5909,0.000005
6934,0.987510
1586,0.000103
7653,0.288838
6080,0.999629
12370,0.000152
3055,0.012676
11558,0.060499
6387,0.997583
271,0.999611
10251,0.999531
11272,0.998687
312,0.001810
10391,0.013744
6434,0.000021
7989,0.983008
8348,0.000018
6925,0.000035
6099,0.000015
12253,0.407196
6265,0.999839
6942,0.000003
4879,0.526076
5833,0.928010
5545,0.000071
11839,0.999390
9495,0.999638
5107,0.999694
3426,0.998194
9185,0.999193
7899,0.009048
8647,0.000022
7328,0.999808
11623,0.999899
1731,0.000042
3086,0.175652
6910,0.218922
8100,0.000072
10494,0.999945
3652,0.000261
4901,0.979126
2529,0.723591
9111,0.999677
5870,0.000944
720,0.000012
6889,0.000106
7368,0.993621
7024,0.000014
12382,0.999716
12207,0.729564
8309,0.958144
8145,0.999607
11575,0.992615
5695,0.977849
947,0.000123
1238,0.976339
10132,0.000000
12463,0.998139
4438,0.000175
11669,0.999794
1471,0.998675
7526,0.992281
8768,0.364055
8513,0.000097
6506,0.999439
7520,0.999897
9685,0.000201
10775,0.000016
9122,0.000044
9286,0.984378
5182,0.000072
10980,0.000008
8661,0.999538
7964,0.989903
9579,0.022361
3771,0.984048
1550,0.001057
10671,0.000001
11624,0.014857
6044,0.000110
5751,0.999480
7369,0.000001
11516,0.999112
2356,0.007387
10773,0.997269
4000,0.000022
4963,0.999607
2401,0.000108
8631,0.001113
11633,0.000115
8521,0.000036
10692,0.988735
9952,0.000008
1896,0.000234
3548,0.000845
11946,0.999449
2788,0.997553
1018,0.960469
9951,0.000138
8404,0.000024
4876,0.148625
4909,0.987025
8962,0.000042
10037,0.001051
82,0.003974
2909,0.000069
4223,0.998872
8148,0.995291
12218,0.002894
3369,0.000041
5890,0.999833
8286,0.989000
5850,0.000041
7037,0.976132
229,0.999983
4222,0.000039
5063,0.994450
4728,0.000730
4231,0.999750
1957,0.000001
4604,0.000003
3207,0.000012
5188,0.996946
8255,0.998100
3029,0.947527
8687,0.001491
1365,0.000866
9402,0.989659
8725,0.956978
1944,0.000054
1035,0.000091
11469,0.999865
1512,0.993879
10122,0.000087
362,0.000061
2291,0.795485
4040,0.999742
1487,0.000023
11482,0.816017
1377,0.998564
1048,0.999880
10049,0.000007
10168,0.993242
10312,0.000011
7994,0.000035
1546,0.997262
9442,0.000346
8122,0.996440
2157,0.998877
12456,0.990609
6297,0.000007
11163,0.000033
1805,0.000008
11387,0.999244
11926,0.998186
4016,0.000004
9147,0.000049
6773,0.964939
10909,0.999997
3685,0.000103
4277,0.000015
10412,0.000037
3137,0.810904
5240,0.000022
5108,0.000090
4831,0.000406
7025,0.003016
4034,0.000009
1414,0.982976
3065,0.999483
5350,0.998231
4311,0.005236
10000,0.999759
5042,0.000036
6181,0.000335
2116,0.000047
2413,0.000008
10495,0.000038
1091,0.969990
11403,0.002610
7778,0.000016
3282,0.000003
4863,0.000002
9843,0.999544
2637,0.000006
6008,0.000070
3451,0.000019
11694,0.976146
8615,0.983973
10714,0.328001
1466,0.000062
8546,0.002853
7391,0.000055
10732,0.000197
301,0.000064
3203,0.999189
8265,0.000085
3136,0.942382
12284,0.999756
1589,0.000099
4372,0.000104
805,0.999536
5485,0.999930
3581,0.001292
11177,0.001528
4086,0.980056
7163,0.000184
996,0.000055
10130,0.000001
8542,0.999799
12421,0.994471
8214,0.000126
11183,0.000011
6312,0.025830
4229,0.999469
4351,0.974108
2229,0.999787
1996,0.999993
6542,0.986055
9401,0.991514
6605,0.000017
1510,0.000106
12497,0.000007
2888,0.000515
5732,0.999926
6308,0.000469
10258,0.995645
8308,0.936681
11865,0.002670
2035,0.999992
6698,0.000016
10360,0.000011
6785,0.000011
8518,0.992120
8777,0.000001
286,0.999866
10668,0.000019
10661,0.981850
5811,0.000031
12006,0.999974
1301,0.999927
2793,0.000008
11586,0.895121
3391,0.999950
8040,0.000035
8422,0.999923
9919,0.996856
8969,0.995266
5948,0.999359
2615,0.003713
7137,0.000002
4998,0.999279
5436,0.981067
5664,0.000002
10201,0.000279
1750,0.000131
6647,0.000072
2890,0.015623
8317,0.005159
589,0.000001
3716,0.989689
3389,0.000002
5984,0.999318
11373,0.000298
11882,0.984023
10713,0.000628
9162,0.720253
2398,0.999869
4872,0.999674
1343,0.812833
3689,0.000447
7021,0.000158
11852,0.996940
11119,0.000013
8407,0.999198
9964,0.000072
2106,0.000013
2597,0.000163
9734,0.000010
2839,0.000014
11060,0.000058
3530,0.941209
1822,0.000634
4515,0.998403
1395,0.997824
3967,0.945619
3740,0.000009
7572,0.999045
10012,0.000000
630,0.999897
1557,0.996876
1281,0.000006
8365,0.001514
7947,0.996745
10581,0.827403
666,0.000148
5790,0.000091
9217,0.999924
6452,0.000019
9986,0.999666
11244,0.998408
3425,0.997416
11999,0.999698
827,0.000038
9813,0.000016
7942,0.000010
8023,0.995094
1157,0.985741
4947,0.001000
8948,0.998754
3288,0.999976
5800,0.000035
8367,0.000002
10726,0.005269
3347,0.000068
3323,0.998353
8723,0.000012
1317,0.972474
423,0.999695
6820,0.980654
2656,0.994673
4532,0.000005
216,0.998696
5675,0.981414
1010,0.932148
2239,0.000008
137,0.999987
2112,0.000056
11473,0.998719
1282,0.000141
77,0.996906
392,0.321209
5413,0.999881
12058,0.000097
438,0.078397
4464,0.993608
12138,0.000181
11531,0.000014
9414,0.999896
840,0.001356
5403,0.999977
3417,0.991165
8714,0.000135
3331,0.999868
9823,0.999251
12191,0.999909
5464,0.999903
11017,0.000021
11465,0.000000
7045,0.000407
9257,0.002987
4131,0.998816
12316,0.999203
8143,0.994126
6714,0.000247
4738,0.996746
11955,0.999815
2222,1.000000
11498,0.000237
4561,0.000019
600,0.000008
4775,0.027447
7735,0.997602
3144,0.000003
2852,0.000285
632,0.997222
4133,0.000018
9158,0.997813
10611,0.000008
3956,0.996500
8495,0.000209
4291,0.000158
3464,0.999830
6468,0.815113
6757,0.998157
11377,0.000003
2142,0.001129
3898,0.001281
7932,0.999548
6550,0.000078
1631,0.000001
11658,0.023671
2412,0.998466
10491,0.000007
538,0.000051
6146,0.000044
11288,0.000013
1787,0.999981
8811,0.999954
6548,0.000029
3333,0.000004
3030,0.000272
2314,0.001540
5856,0.000019
6058,0.000010
10554,0.995197
7279,0.967709
3342,0.000053
1229,0.000002
10403,1.000000
8853,0.000292
5699,0.000003
6039,0.000010
11799,0.970780
9324,0.001452
3372,0.999743
3212,0.998951
5254,0.000199
9312,0.999843
5964,0.000016
2645,0.733176
5319,0.000081
11,0.001646
10585,0.000004
9965,0.985779
936,0.000686
319,0.995424
2995,0.000002
10940,0.990912
6174,0.000163
4584,0.000060
4353,0.971920
24,0.985058
1824,0.000096
7264,0.999990
5364,0.000457
6169,0.986442
7545,0.961560
10169,0.999921
